"","X","Observation.id","Observation.date","Description","Media.file","Total.length","FPS","Oleamide.Exposure","Experimental.Day","Photoperiod","Human.Disturbance","Subject","Behavior","Behavioral.category","Modifiers","Behavior.type","Start..s.","Stop..s.","Duration..s.","Comment.start","Comment.stop","ind","obs","date","time","rtime","m1","m2","Subject_tax","exposure","bottle","rphoto","newbehav","actlevel","block","newstart","newstop","newduration","row","rownum","stoptime","dur","row_id"
"1020",9912,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Hermit Crab2","Roaming",NA,"Within 1/2 tank L","STATE",12914.584,13148.802,234.218,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:20:15,"Within 1/2 tank L","","Hermit Crab","active","post","night","Roaming",4,2,12914.584,13148.802,234.218,1192,5730,13:24:09.218,234.218,5127
"1021",9914,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Snail2","Stationary",NA,"Unknown","STATE",12921.773,14059.732,1137.959,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:20:22,"Unknown","","Snail","active","post","night","Stationary- Inert",2,2,12921.773,14059.732,1137.959,1193,5731,13:39:19.959,1137.959,5128
"1022",9918,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Hermit Crab3","right",NA,NA,"STATE",12940.362,14714.597,1774.235,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:20:40,NA,"","Hermit Crab","active","post","night","Right",NA,2,12940.362,14714.597,1774.235,1194,5732,13:50:14.235,1774.235,5129
"1023",9945,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Hermit Crab3","Stationary",NA,"Alert Sitting","STATE",13027.175,13043.712,16.537,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:22:07,"Alert Sitting","","Hermit Crab","active","post","night","Stationary- Active",3,2,13027.175,13043.712,16.537,1195,5733,13:22:23.537,16.537,5130
"1024",9946,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Hermit Crab3","Roaming",NA,"Beyond 1/2 tank L","STATE",13043.713,13480.952,437.239,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:22:24,"Beyond 1/2 tank L","","Hermit Crab","active","post","night","Roaming",4,2,13043.713,13480.952,437.239,1196,5734,13:29:41.239,437.239,5131
"1025",9947,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Swim Crab2","Roaming",NA,"Within 1/2 tank L","STATE",13047.447,13053.936,6.489,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:22:27,"Within 1/2 tank L","","Swim Crab","active","post","night","Roaming",4,2,13047.447,13053.936,6.489,1197,5735,13:22:33.489,6.489,5132
"1026",9950,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Swim Crab2","Stationary",NA,"Alert Sitting","STATE",13053.937,14773.935,1719.998,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:22:34,"Alert Sitting","","Swim Crab","active","post","night","Stationary- Active",3,2,13053.937,14773.935,1719.998,1198,5736,13:51:13.998,1719.998,5133
"1027",9961,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Hermit Crab1","Roaming",NA,"Within 1/2 tank L","STATE",13100.825,13160.824,59.999,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:23:21,"Within 1/2 tank L","","Hermit Crab","active","post","night","Roaming",4,2,13100.825,13160.824,59.999,1199,5737,13:24:20.999,59.999,5134
"1028",9966,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Hermit Crab1","Stationary",NA,"Alert Sitting","STATE",13160.825,13325.774,164.949,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:24:21,"Alert Sitting","","Hermit Crab","active","post","night","Stationary- Active",3,2,13160.825,13325.774,164.949,1200,5738,13:27:05.949,164.949,5135
"1029",9969,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Hermit Crab2","Stationary",NA,"Alert Sitting","STATE",13168.802,13201.874,33.072,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:24:29,"Alert Sitting","","Hermit Crab","active","post","night","Stationary- Active",3,2,13168.802,13201.874,33.072,1201,5739,13:25:02.072,33.072,5136
"1030",9970,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Hermit Crab2","Roaming",NA,"Within 1/2 tank L","STATE",13168.803,13201.873,33.07,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:24:29,"Within 1/2 tank L","","Hermit Crab","active","post","night","Roaming",4,2,13168.803,13201.873,33.07,1202,5740,13:25:02.070,33.07,5137
"1031",9974,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Swim Crab2","Under Refuge","Evasion",NA,"STATE",13191.633,13624.559,432.926,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:24:52,NA,"","Swim Crab","active","post","night","Under Refuge",NA,2,13191.633,13624.559,432.926,1203,5741,13:32:04.926,432.926,5138
"1032",9984,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Hermit Crab2","Stationary",NA,"Alert Sitting","STATE",13270.694,13342.968,72.274,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:26:11,"Alert Sitting","","Hermit Crab","active","post","night","Stationary- Active",3,2,13270.694,13342.968,72.274,1204,5742,13:27:23.274,72.274,5139
"1033",9985,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Hermit Crab2","Roaming",NA,"Within 1/2 tank L","STATE",13270.695,13342.967,72.272,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:26:11,"Within 1/2 tank L","","Hermit Crab","active","post","night","Roaming",4,2,13270.695,13342.967,72.272,1205,5743,13:27:23.272,72.272,5140
"1034",9997,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Hermit Crab1","Roaming",NA,"Within 1/2 tank L","STATE",13325.775,13568.453,242.678,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:27:06,"Within 1/2 tank L","","Hermit Crab","active","post","night","Roaming",4,2,13325.775,13568.453,242.678,1206,5744,13:31:08.678,242.678,5141
"1035",10006,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Hermit Crab2","Stationary",NA,"Alert Sitting","STATE",13374.55,13724.568,350.018,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:27:55,"Alert Sitting","","Hermit Crab","active","post","night","Stationary- Active",3,2,13374.55,13724.568,350.018,1207,5745,13:33:45.018,350.018,5142
"1036",10007,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Hermit Crab2","Roaming",NA,"Within 1/2 tank L","STATE",13374.551,13482.89,108.339,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:27:55,"Within 1/2 tank L","","Hermit Crab","active","post","night","Roaming",4,2,13374.551,13482.89,108.339,1208,5746,13:29:43.339,108.339,5143
"1037",10029,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Hermit Crab3","Stationary",NA,"Alert Sitting","STATE",13480.953,13495.927,14.974,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:29:41,"Alert Sitting","","Hermit Crab","active","post","night","Stationary- Active",3,2,13480.953,13495.927,14.974,1210,5748,13:29:55.974,14.974,5145
"1038",10033,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Hermit Crab3","Stationary",NA,"Unknown","STATE",13495.928,13561.659,65.731,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:29:56,"Unknown","","Hermit Crab","active","post","night","Stationary- Unknown",2,2,13495.928,13561.659,65.731,1211,5749,13:31:01.731,65.731,5146
"1039",10042,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Hermit Crab1","right",NA,NA,"STATE",13518.928,14000.206,481.278,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:30:19,NA,"","Hermit Crab","active","post","night","Right",NA,2,13518.928,14000.206,481.278,1212,5750,13:38:20.278,481.278,5147
"1040",10049,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Hermit Crab3","Stationary",NA,"Alert Sitting","STATE",13561.66,13709.126,147.466,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:31:02,"Alert Sitting","","Hermit Crab","active","post","night","Stationary- Active",3,2,13561.66,13709.126,147.466,1213,5751,13:33:29.466,147.466,5148
"1041",10050,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Hermit Crab1","Roaming",NA,"Beyond 1/2 tank L","STATE",13568.454,13664.056,95.602,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:31:08,"Beyond 1/2 tank L","","Hermit Crab","active","post","night","Roaming",4,2,13568.454,13664.056,95.602,1214,5752,13:32:43.602,95.602,5149
"1042",10062,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Hermit Crab1","Under Refuge","Evasion",NA,"STATE",13653.559,13760.404,106.845,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:32:34,NA,"","Hermit Crab","active","post","night","Under Refuge",NA,2,13653.559,13760.404,106.845,1215,5753,13:34:20.845,106.845,5150
"1043",10065,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Hermit Crab1","Stationary",NA,"Unknown","STATE",13664.057,13752.154,88.097,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:32:44,"Unknown","","Hermit Crab","active","post","night","Stationary- Unknown",2,2,13664.057,13752.154,88.097,1216,5754,13:34:12.097,88.097,5151
"1044",10070,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Hermit Crab3","Roaming",NA,"Beyond 1/2 tank L","STATE",13709.127,13777.742,68.615,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:33:29,"Beyond 1/2 tank L","","Hermit Crab","active","post","night","Roaming",4,2,13709.127,13777.742,68.615,1217,5755,13:34:37.615,68.615,5152
"1045",10077,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Hermit Crab2","Roaming",NA,"Beyond 1/2 tank L","STATE",13724.567,13989.913,265.346,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:33:45,"Beyond 1/2 tank L","","Hermit Crab","active","post","night","Roaming",4,2,13724.567,13989.913,265.346,1218,5756,13:38:10.346,265.346,5153
"1046",10083,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Hermit Crab1","Roaming",NA,"Beyond 1/2 tank L","STATE",13752.155,13809.229,57.074,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:34:12,"Beyond 1/2 tank L","","Hermit Crab","active","post","night","Roaming",4,2,13752.155,13809.229,57.074,1219,5757,13:35:09.074,57.074,5154
"1047",10086,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Hermit Crab3","Stationary",NA,"Alert Sitting","STATE",13777.743,14013.851,236.108,"hermit harassment",NA,"Caly","d6_Total",23-02-19,"9:45:00",13:34:38,"Alert Sitting","","Hermit Crab","active","post","night","Stationary- Active",3,2,13777.743,14013.851,236.108,1220,5758,13:38:34.108,236.108,5155
"1048",10093,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Hermit Crab1","Stationary",NA,"Unknown","STATE",13809.23,13898.326,89.096,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:35:09,"Unknown","","Hermit Crab","active","post","night","Stationary- Unknown",2,2,13809.23,13898.326,89.096,1221,5759,13:36:38.096,89.096,5156
"1049",10103,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Hermit Crab1","Roaming",NA,"Beyond 1/2 tank L","STATE",13898.327,13970.206,71.879,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:36:38,"Beyond 1/2 tank L","","Hermit Crab","active","post","night","Roaming",4,2,13898.327,13970.206,71.879,1222,5760,13:37:49.879,71.879,5157
"1050",10108,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Hermit Crab1","Roaming",NA,"Within 1/2 tank L","STATE",13970.207,14091.494,121.287,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:37:50,"Within 1/2 tank L","","Hermit Crab","active","post","night","Roaming",4,2,13970.207,14091.494,121.287,1223,5761,13:39:51.287,121.287,5158
"1051",10112,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Hermit Crab2","Stationary",NA,"Alert Sitting","STATE",13989.912,14051.724,61.812,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:38:10,"Alert Sitting","","Hermit Crab","active","post","night","Stationary- Active",3,2,13989.912,14051.724,61.812,1224,5762,13:39:11.812,61.812,5159
"1052",10113,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Hermit Crab1","left",NA,NA,"STATE",14000.207,14737.124,736.917,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:38:20,NA,"","Hermit Crab","active","post","night","Left",NA,2,14000.207,14737.124,736.917,1225,5763,13:50:36.917,736.917,5160
"1053",10116,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Hermit Crab3","Burrow","Evasion",NA,"STATE",14013.852,14056.686,42.834,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:38:34,NA,"","Hermit Crab","active","post","night","Stationary- Burrowed",1,2,14013.852,14056.686,42.834,1226,5764,13:39:16.834,42.834,5161
"1054",10120,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Hermit Crab2","Roaming",NA,"Beyond 1/2 tank L","STATE",14051.723,14073.214,21.491,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:39:12,"Beyond 1/2 tank L","","Hermit Crab","active","post","night","Roaming",4,2,14051.723,14073.214,21.491,1227,5765,13:39:33.491,21.491,5162
"1055",10123,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Hermit Crab3","Stationary",NA,"Alert Sitting","STATE",14056.687,14088.679,31.992,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:39:17,"Alert Sitting","","Hermit Crab","active","post","night","Stationary- Active",3,2,14056.687,14088.679,31.992,1228,5766,13:39:48.992,31.992,5163
"1056",10124,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Snail2","Stationary",NA,"Alert Sitting","STATE",14059.733,14206.659,146.926,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:39:20,"Alert Sitting","","Snail","active","post","night","Stationary- Active",3,2,14059.733,14206.659,146.926,1229,5767,13:41:46.926,146.926,5164
"1057",10125,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Hermit Crab2","Stationary",NA,"Alert Sitting","STATE",14073.213,14194.142,120.929,NA,"switched shells","Caly","d6_Total",23-02-19,"9:45:00",13:39:33,"Alert Sitting","","Hermit Crab","active","post","night","Stationary- Active",3,2,14073.213,14194.142,120.929,1230,5768,13:41:33.929,120.929,5165
"1058",10126,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Hermit Crab3","Roaming",NA,"Beyond 1/2 tank L","STATE",14088.68,14128.679,39.999,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:39:49,"Beyond 1/2 tank L","","Hermit Crab","active","post","night","Roaming",4,2,14088.68,14128.679,39.999,1231,5769,13:40:28.999,39.999,5166
"1059",10127,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Hermit Crab1","Stationary",NA,"Alert Sitting","STATE",14091.495,14210.111,118.616,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:39:51,"Alert Sitting","","Hermit Crab","active","post","night","Stationary- Active",3,2,14091.495,14210.111,118.616,1232,5770,13:41:49.616,118.616,5167
"1060",10130,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Hermit Crab3","Stationary",NA,"Alert Sitting","STATE",14128.68,14138.679,9.999,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:40:29,"Alert Sitting","","Hermit Crab","active","post","night","Stationary- Active",3,2,14128.68,14138.679,9.999,1233,5771,13:40:38.999,9.999,5168
"1061",10131,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Hermit Crab3","Roaming",NA,"Beyond 1/2 tank L","STATE",14138.68,14294.459,155.779,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:40:39,"Beyond 1/2 tank L","","Hermit Crab","active","post","night","Roaming",4,2,14138.68,14294.459,155.779,1234,5772,13:43:14.779,155.779,5169
"1062",10134,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Hermit Crab2","Roaming",NA,"Beyond 1/2 tank L","STATE",14148.556,14759.826,611.27,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:40:49,"Beyond 1/2 tank L","","Hermit Crab","active","post","night","Roaming",4,2,14148.556,14759.826,611.27,1235,5773,13:51:00.270,611.27,5170
"1063",10135,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Hermit Crab2","Roaming",NA,"Within 1/2 tank L","STATE",14148.557,14194.141,45.584,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:40:49,"Within 1/2 tank L","","Hermit Crab","active","post","night","Roaming",4,2,14148.557,14194.141,45.584,1236,5774,13:41:34.584,45.584,5171
"1064",10142,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Snail2","Roaming",NA,"Within 1/2 tank L","STATE",14206.66,14699.825,493.165,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:41:47,"Within 1/2 tank L","","Snail","active","post","night","Roaming",4,2,14206.66,14699.825,493.165,1237,5775,13:50:00.165,493.165,5172
"1065",10143,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Hermit Crab1","Roaming",NA,"Within 1/2 tank L","STATE",14210.112,14250.422,40.31,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:41:50,"Within 1/2 tank L","","Hermit Crab","active","post","night","Roaming",4,2,14210.112,14250.422,40.31,1238,5776,13:42:30.310,40.31,5173
"1066",10153,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Hermit Crab1","Stationary",NA,"Alert Sitting","STATE",14250.423,14278.918,28.495,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:42:30,"Alert Sitting","","Hermit Crab","active","post","night","Stationary- Active",3,2,14250.423,14278.918,28.495,1239,5777,13:42:58.495,28.495,5174
"1067",10154,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Hermit Crab1","Roaming",NA,"Within 1/2 tank L","STATE",14278.919,14354.897,75.978,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:42:59,"Within 1/2 tank L","","Hermit Crab","active","post","night","Roaming",4,2,14278.919,14354.897,75.978,1240,5778,13:44:14.978,75.978,5175
"1068",10160,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Hermit Crab3","Stationary",NA,"Alert Sitting","STATE",14294.46,14321.962,27.502,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:43:14,"Alert Sitting","","Hermit Crab","active","post","night","Stationary- Active",3,2,14294.46,14321.962,27.502,1241,5779,13:43:41.502,27.502,5176
"1069",10163,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Hermit Crab3","Roaming",NA,"Beyond 1/2 tank L","STATE",14321.963,14354.238,32.275,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:43:42,"Beyond 1/2 tank L","","Hermit Crab","active","post","night","Roaming",4,2,14321.963,14354.238,32.275,1242,5780,13:44:14.275,32.275,5177
"1070",10165,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Hermit Crab3","Stationary",NA,"Alert Sitting","STATE",14354.239,14372.322,18.083,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:44:14,"Alert Sitting","","Hermit Crab","active","post","night","Stationary- Active",3,2,14354.239,14372.322,18.083,1243,5781,13:44:32.083,18.083,5178
"1071",10166,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Hermit Crab1","Stationary",NA,"Alert Sitting","STATE",14354.898,14677.124,322.226,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:44:15,"Alert Sitting","","Hermit Crab","active","post","night","Stationary- Active",3,2,14354.898,14677.124,322.226,1244,5782,13:49:37.226,322.226,5179
"1072",10168,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Hermit Crab3","Roaming",NA,"Beyond 1/2 tank L","STATE",14372.323,14448.39,76.067,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:44:32,"Beyond 1/2 tank L","","Hermit Crab","active","post","night","Roaming",4,2,14372.323,14448.39,76.067,1245,5783,13:45:48.067,76.067,5180
"1073",10184,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Hermit Crab3","Stationary",NA,"Alert Sitting","STATE",14448.391,14531.431,83.04,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:45:48,"Alert Sitting","","Hermit Crab","active","post","night","Stationary- Active",3,2,14448.391,14531.431,83.04,1246,5784,13:47:11.040,83.04,5181
"1074",10191,"Caly d6_Total","2/19/23 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Calypso/Feb19/Caly_d6.mov",16571.055,47.05,"exposure","6","day","yes","Hermit Crab3","Roaming",NA,"Beyond 1/2 tank L","STATE",14531.432,14629.639,98.207,NA,NA,"Caly","d6_Total",23-02-19,"9:45:00",13:47:11,"Beyond 1/2 tank L","","Hermit Crab","active","post","night","Roaming",4,2,14531.432,14629.639,98.207,1247,5785,13:48:49.207,98.207,5182
