,Observation id,Observation date,Description,Media file,Total length,FPS,Oleamide Exposure,Experimental Day,Photoperiod,Human Disturbance,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop,ind,obs,date,time,rtime
1806,P15 d6_Short,10/4/22 12:17,NA,/Volumes/McCoy Octo Data/PreyVideos/15/Oct4 (exp)/P15_d6_Short.mov,7203.2,29.97,exposure,6,day,yes,Hermit Crab3,Stationary,NA,Alert Sitting,STATE,3534.706,3550.708,16.002,NA,NA,P15,d6_Short,10/4/22,12:17:00,13:15:55
1807,P16 d6_Short,10/4/22 12:17,NA,/Volumes/McCoy Octo Data/PreyVideos/16/Oct4 (active)/P16_d6_Short.mov,7203.2,29.97,exposure,6,day,no,Swim Crab2,Roaming,NA,None,STATE,3542.455,3570.002,27.547,NA,NA,P16,d6_Short,10/4/22,12:17:00,13:16:02
1808,P15 d2_Short,10/1/22 12:30,NA,/Volumes/McCoy Octo Data/PreyVideos/15/Oct1 (d2)/P15_D2_Short.mov,5402.4,29.97,pre,2,day,yes,Hermit Crab2,Stationary,NA,Alert Sitting,STATE,3545.395,5402.397,1857.002,NA,NA,P15,d2_Short,10/1/22,12:30:00,13:29:05
1809,P15 d6_Short,10/4/22 12:17,NA,/Volumes/McCoy Octo Data/PreyVideos/15/Oct4 (exp)/P15_d6_Short.mov,7203.2,29.97,exposure,6,day,yes,Hermit Crab3,Roaming,NA,None,STATE,3550.709,3724.989,174.28,NA,NA,P15,d6_Short,10/4/22,12:17:00,13:16:11
1810,P13 d9_Short,9/14/22 12:13,NA,/Volumes/McCoy Octo Data/PreyVideos/13/Sep14 (post)/P13_d9_Short.mov,9004,29.97,post,9,day,no,Hermit Crab1,Burrow,Evasion,NA,STATE,3550.782,7203.196,3652.414,NA,NA,P13,d9_Short,9/14/22,12:13:00,13:12:11
1811,P13 d6_Short,9/11/22 12:24,NA,/Volumes/McCoy Octo Data/PreyVideos/13/Sep11 (exp)/P13_d6_Short.mov,7203.2,29.97,exposure,6,day,yes,Swim Crab2,Roaming,NA,None,STATE,3555.225,3652.823,97.598,NA,NA,P13,d6_Short,9/11/22,12:24:00,13:23:15
1812,P14 d9_Short,9/14/22 12:12,NA,/Volumes/McCoy Octo Data/PreyVideos/14/Sep14 (post)/P14_d9_Short.mov,7203.2,29.97,post,9,day,yes,Swim Crab1,Roaming,NA,None,STATE,3562.985,3604.729,41.744,NA,NA,P14,d9_Short,9/14/22,12:12:00,13:11:23
1813,P15 d2_Short,10/1/22 12:30,NA,/Volumes/McCoy Octo Data/PreyVideos/15/Oct1 (d2)/P15_D2_Short.mov,5402.4,29.97,pre,2,day,yes,Swim Crab2,Stationary,NA,Alert Sitting,STATE,3564.546,3609.025,44.479,NA,NA,P15,d2_Short,10/1/22,12:30:00,13:29:25
1814,P16 d2_Short,10/1/22 12:30,NA,/Volumes/McCoy Octo Data/PreyVideos/16/Oct1 (d2)/P16_D2_Short.mov,5402.4,29.97,pre,2,day,yes,Hermit Crab1,Roaming,NA,None,STATE,3568.482,3572.476,3.994,NA,NA,P16,d2_Short,10/1/22,12:30:00,13:29:28
1815,P16 d6_Short,10/4/22 12:17,NA,/Volumes/McCoy Octo Data/PreyVideos/16/Oct4 (active)/P16_d6_Short.mov,7203.2,29.97,exposure,6,day,no,Swim Crab2,Unobservable,NA,NA,STATE,3570.003,3717.129,147.126,NA,NA,P16,d6_Short,10/4/22,12:17:00,13:16:30
